,ChannelGeneName_i,ChannelGeneName_j,ChannelIndex_i,ChannelIndex_j,ChannelName_i,ChannelName_j,ChannelPairs,PC_bin,Pearson Correlation,Resolution (micrometers)
7,SON,MYH10,17.0,20.0,Nuclear Speckles,Actomyosin bundles,"(17, 20)",0.0,0.9997887882605401,14.08
8,SON,MYH10,17.0,20.0,Nuclear Speckles,Actomyosin bundles,"(17, 20)",0.0,0.0,28.16
9,SON,MYH10,17.0,20.0,Nuclear Speckles,Actomyosin bundles,"(17, 20)",0.0,0.0,56.32
0,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,-0.5039844006095044,0.11
1,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,-0.39840679541656493,0.22
2,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,-0.21586431484559063,0.44
3,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,-0.0002692075753681312,0.88
4,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,0.20438979938116447,1.76
5,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,0.36543481962115015,3.52
6,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,0.8049976930363673,7.04
7,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,0.9997772159364356,14.08
8,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,0.0,28.16
9,LAMP1,CELL+NUCLEUS,7.0,25.0,Lysosome,CELL+NUCLEUS,"(7, 25)",0.0,0.0,56.32
0,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.1926332469455428,0.11
1,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.2520408485121306,0.22
2,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.343723054551262,0.44
3,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.497981856039497,0.88
4,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.67250141479052,1.76
5,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.8166898037759329,3.52
6,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.9469262744032143,7.04
7,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.9999992330587155,14.08
8,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.0,28.16
9,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.0,56.32
0,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.31023544023905575,0.11
1,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.32195157460399343,0.22
2,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.325989031608403,0.44
3,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.3261021438608452,0.88
4,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.32625987690746383,1.76
5,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.35953969376783806,3.52
6,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,0.4490731988099858,7.04
7,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,0.9991310815222331,14.08
8,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,0.0,28.16
9,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,0.0,56.32
0,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.04226369191855146,0.11
1,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.05618754338633484,0.22
2,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.07462107588516304,0.44
3,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.09697869721667983,0.88
4,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.09334813818725754,1.76
5,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.032143209301123896,3.52
6,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,0.04043772049600042,7.04
7,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,0.9990633182780895,14.08
8,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,0.0,28.16
9,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,0.0,56.32
0,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.5105265737403981,0.11
1,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.5144736111672485,0.22
2,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.4830050160576908,0.44
3,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.41546006095863336,0.88
4,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.2849131586038597,1.76
5,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.05910771288834381,3.52
6,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.8345482637140169,7.04
7,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.9998725574449041,14.08
8,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.0,28.16
9,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.0,56.32
0,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,-0.01987491205624411,0.11
1,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,-0.020873132110135216,0.22
2,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,-0.01093326108649297,0.44
3,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.03081664807241422,0.88
4,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.15156669362296382,1.76
5,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.2308682821708808,3.52
6,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.9209237865695828,7.04
7,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.9994526008583134,14.08
8,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.0,28.16
9,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.0,56.32
0,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.7873687129069503,0.11
1,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.793801068502932,0.22
2,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.7998838247470371,0.44
3,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8031460697463254,0.88
4,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8221343961535494,1.76
5,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8986990207668204,3.52
6,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.9876410794042578,7.04
7,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.9999011179988395,14.08
8,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.0,28.16
9,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.0,56.32
0,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.10925782592276209,0.11
1,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.16479710329163888,0.22
2,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.25465784154644033,0.44
3,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.35899775105893006,0.88
4,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.508079958757854,1.76
5,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.7175769666987106,3.52
6,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.9893427806878585,7.04
7,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.9999081970246766,14.08
8,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.0,28.16
9,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.0,56.32
0,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.20297830746048406,0.11
1,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.2288715738017877,0.22
2,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.26603925867285794,0.44
3,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.31662975381593406,0.88
4,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.3686349308281282,1.76
5,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.3400039640455474,3.52
6,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.38692005868592183,7.04
7,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.9992604043822133,14.08
8,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.0,28.16
9,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.0,56.32
0,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.13202046774341103,0.11
1,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.1556313454966209,0.22
2,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.19801269543347771,0.44
3,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.2718024836489782,0.88
4,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.40568537192992915,1.76
5,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.4659836489283531,3.52
6,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.7866998647883336,7.04
7,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.9975704118759436,14.08
8,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.0,28.16
9,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.0,56.32
0,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.01898015424029575,0.11
1,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.04126376929245741,0.22
2,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.09244906713798647,0.44
3,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.19221297994737624,0.88
4,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.43268660401079984,1.76
5,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.605331210779294,3.52
6,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.9741065403891866,7.04
7,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.9995489167869281,14.08
8,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.0,28.16
9,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.0,56.32
0,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.3023545231138561,0.11
1,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.31123854192423217,0.22
2,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.3106727421619304,0.44
3,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.31370445760177335,0.88
4,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.30973700800544834,1.76
5,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.17776736234228058,3.52
6,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.7097426431380983,7.04
7,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.9999961372139398,14.08
8,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.0,28.16
9,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.0,56.32
0,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.09772563509989161,0.11
1,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.08855063710955267,0.22
2,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.050617404240443246,0.44
3,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.025566395875974673,0.88
4,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.22140134206290227,1.76
5,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.4934181987378717,3.52
6,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.9389956966691523,7.04
7,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.999901138306546,14.08
8,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.0,28.16
9,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.0,56.32
0,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.17661389212353615,0.11
1,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2049471479676908,0.22
2,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.23139176325581579,0.44
3,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2613891960885264,0.88
4,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.29244318927541413,1.76
5,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.29428993882621707,3.52
6,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.3970748083125551,7.04
7,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.9999880384223985,14.08
8,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.0,28.16
9,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.0,56.32
0,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.06419442287546769,0.11
1,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.09284968356356645,0.22
2,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.14168657447924024,0.44
3,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.23417469949240832,0.88
4,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.4423970171522833,1.76
5,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.38043812534196114,3.52
6,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.12005234697746765,7.04
7,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.999795322843108,14.08
8,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.0,28.16
9,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.0,56.32
0,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5233034812000681,0.11
1,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5447887906849234,0.22
2,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5725843489379326,0.44
3,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.617046092982276,0.88
4,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.7623286053737159,1.76
5,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.8570768824378868,3.52
6,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.9797803147222399,7.04
7,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.9999014744179463,14.08
8,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.0,28.16
9,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.0,56.32
0,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.014669241625704273,0.11
1,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.012435263733890804,0.22
2,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.0008179230204056719,0.44
3,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.027338209963930042,0.88
4,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.04783904971773942,1.76
5,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.2362332488244154,3.52
6,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.877726214679501,7.04
7,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.9979613882596267,14.08
8,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.0,28.16
9,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.0,56.32
0,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.051964759599557056,0.11
1,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.07129447996778362,0.22
2,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.10278640726326231,0.44
3,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.16205954345609688,0.88
4,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.218882606909831,1.76
5,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.21672932225374616,3.52
6,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.5030147346275929,7.04
7,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.9992566136017585,14.08
8,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.0,28.16
9,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.0,56.32
0,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.12651402858149174,0.11
1,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.13179531437188846,0.22
2,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.13345506141463678,0.44
3,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1379627606157457,0.88
4,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1415658444563977,1.76
5,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1643806253037604,3.52
6,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.2150829423975526,7.04
7,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.9999995200793461,14.08
8,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.0,28.16
9,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.0,56.32
0,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.2804644849640466,0.11
1,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.3446272745108441,0.22
2,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.4245061930298566,0.44
3,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.5398817645961731,0.88
4,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7002200053281582,1.76
5,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7311401690453558,3.52
6,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.853861778600451,7.04
