,ChannelGeneName_i,ChannelGeneName_j,ChannelIndex_i,ChannelIndex_j,ChannelName_i,ChannelName_j,ChannelPairs,PC_bin,Pearson Correlation,Resolution (micrometers)
4,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.828952590165859,1.76
5,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8511463764061475,3.52
6,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.9727334296245017,7.04
7,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,1.0,14.08
8,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.0,28.16
0,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.14597344928794492,0.11
1,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.20507252671408802,0.22
2,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.28338649056792314,0.44
3,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.36768694464314255,0.88
4,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.4975377778704423,1.76
5,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.6260671550662162,3.52
6,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.9445832897763017,7.04
7,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,1.0,14.08
8,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.0,28.16
0,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.2963897928336514,0.11
1,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.3164290829530912,0.22
2,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.3458911585862445,0.44
3,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.3901404192352376,0.88
4,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.43705132320928486,1.76
5,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.4150998377876818,3.52
6,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.32058091305873326,7.04
7,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,1.0,14.08
8,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.0,28.16
0,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.15401143125713315,0.11
1,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.17076051398062675,0.22
2,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.2025607538136513,0.44
3,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.27047927267297966,0.88
4,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.34640571463922193,1.76
5,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.4421981345078608,3.52
6,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.6871628405525532,7.04
7,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,1.0,14.08
8,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.0,28.16
0,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.042488793259528465,0.11
1,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.06692521462793573,0.22
2,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.1141452896341922,0.44
3,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.20513330142724973,0.88
4,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.35075040802012497,1.76
5,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.4376766305676114,3.52
6,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.8493623455344943,7.04
7,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,1.0,14.08
8,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.0,28.16
0,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.29825573395350086,0.11
1,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.3002660915059413,0.22
2,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.29465850196302285,0.44
3,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.286717788437927,0.88
4,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.26874449941013784,1.76
5,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.15425559762293725,3.52
6,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.5307952726464273,7.04
7,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,1.0,14.08
8,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.0,28.16
0,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.0712844876517948,0.11
1,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.054153181706248166,0.22
2,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.013069314419026751,0.44
3,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.07567189211146086,0.88
4,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.2211143280812623,1.76
5,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.42561295888560985,3.52
6,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.9204042329171934,7.04
7,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,1.0,14.08
8,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.0,28.16
0,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.26544077660913545,0.11
1,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2870137159947167,0.22
2,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.298215587772155,0.44
3,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.29851304980726534,0.88
4,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.275846921131066,1.76
5,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2988423326916988,3.52
6,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.3596166162973034,7.04
7,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,1.0,14.08
8,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.0,28.16
0,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.09471457232671267,0.11
1,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.1344789962357489,0.22
2,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.19425768648826594,0.44
3,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.2872159437507038,0.88
4,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.4740114361884556,1.76
5,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.34627154484135564,3.52
6,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,-0.027616219765051006,7.04
7,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,1.0,14.08
8,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.0,28.16
0,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5468996790695186,0.11
1,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.558772324612828,0.22
2,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5792872612102893,0.44
3,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.6198832660373181,0.88
4,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.7430592112701899,1.76
5,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.8087950714160732,3.52
6,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.9711841003186333,7.04
7,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,1.0,14.08
8,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.0,28.16
0,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.06674540829331498,0.11
1,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.0756590951419004,0.22
2,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.07326412311012394,0.44
3,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.050502898374027654,0.88
4,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.01508781782110244,1.76
5,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.11410011367705855,3.52
6,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.9021331023622341,7.04
7,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,1.0,14.08
8,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.0,28.16
0,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.08725165355162572,0.11
1,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.11777670768674156,0.22
2,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.15986134672771696,0.44
3,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.22021678411159992,0.88
4,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.2768900147155462,1.76
5,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.16977208191912602,3.52
6,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.06990383558444144,7.04
7,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,1.0,14.08
8,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.0,28.16
0,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.14750614224287772,0.11
1,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.14949049489160615,0.22
2,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.14828054188508297,0.44
3,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.14796523945648232,0.88
4,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.13863969055651443,1.76
5,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.16986213716591542,3.52
6,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.3035685590617829,7.04
7,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,1.0,14.08
8,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.0,28.16
0,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.48070207516507013,0.11
1,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.5417271102383763,0.22
2,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.6055599217543493,0.44
3,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.6870587582861041,0.88
4,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7722245367204733,1.76
5,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7992242344178672,3.52
6,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.8778625454475214,7.04
7,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,1.0,14.08
8,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.0,28.16
0,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.09938872155178066,0.11
1,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.1255846620619951,0.22
2,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.17417930561673817,0.44
3,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.26178261450641616,0.88
4,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.3836733025334881,1.76
5,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.46571790265000323,3.52
6,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.6899585589614815,7.04
7,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,1.0,14.08
8,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.0,28.16
0,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.043067183941801486,0.11
1,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.04614656462424492,0.22
2,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.03935748281189253,0.44
3,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.019629226523150328,0.88
4,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.0025809032429618822,1.76
5,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.055144990324630196,3.52
6,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.711953857522261,7.04
7,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,1.0,14.08
8,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.0,28.16
0,TJP1,SON,3.0,17.0,Tight junctions,Nuclear Speckles,"(3, 17)",0.0,-0.18725503159227525,0.11
1,TJP1,SON,3.0,17.0,Tight junctions,Nuclear Speckles,"(3, 17)",0.0,-0.19374197935540413,0.22
