,ChannelGeneName_i,ChannelGeneName_j,ChannelIndex_i,ChannelIndex_j,ChannelName_i,ChannelName_j,ChannelPairs,PC_bin,Pearson Correlation,Resolution (micrometers)
1,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.38888138337722206,0.22
2,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.48623735353738423,0.44
3,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.6122708967216766,0.88
4,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.7362422718042252,1.76
5,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.8594756639390753,3.52
6,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.9402114380300473,7.04
7,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.9960291088077434,14.08
8,SEC61B,RAB5A,18.0,19.0,Endoplasmic Reticulum,Endosomes,"(18, 19)",0.0,0.0,28.16
0,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.31862606268086696,0.11
1,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.3218387270131297,0.22
2,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.31966507899949526,0.44
3,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.31908216049678595,0.88
4,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.31054718564707073,1.76
5,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,-0.29887929193929763,3.52
6,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,0.5739317152801073,7.04
7,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,0.9726921565878665,14.08
8,NPM1,CTNNB1,11.0,22.0,Nucleolus (Granular Component),Adherens junctions,"(11, 22)",0.0,0.0,28.16
0,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.07277684697747568,0.11
1,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.09426866560620267,0.22
2,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.11872758664511483,0.44
3,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.14523188047058078,0.88
4,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.1500553165539422,1.76
5,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.1465914585310043,3.52
6,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,-0.1989565007421095,7.04
7,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,0.945382898716525,14.08
8,CENT2,SON,0.0,17.0,Centrioles,Nuclear Speckles,"(0, 17)",0.0,0.0,28.16
0,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.5734821939351884,0.11
1,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.5557393862426449,0.22
2,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.5108108661495894,0.44
3,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.44036119466917306,0.88
4,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.31550416046958296,1.76
5,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,-0.08713824937066658,3.52
6,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.5434709761192993,7.04
7,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.9031789835941715,14.08
8,TOMM20,SON,12.0,17.0,Mitochondria,Nuclear Speckles,"(12, 17)",0.0,0.0,28.16
0,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.009876422680673996,0.11
1,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.023209127838404574,0.22
2,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.057182945646835216,0.44
3,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.11531408673794805,0.88
4,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.22111720689443604,1.76
5,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.2546344300502415,3.52
6,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.8890501023549665,7.04
7,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.9857137783174423,14.08
8,PMP34,MYH10,13.0,20.0,Peroxisomes,Actomyosin bundles,"(13, 20)",0.0,0.0,28.16
0,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.7995258497200693,0.11
1,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8037290769909319,0.22
2,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.808177073372551,0.44
3,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8130914870247175,0.88
4,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8221300034494847,1.76
5,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8613582785481856,3.52
6,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.978347392714893,7.04
7,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.999548294806391,14.08
8,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.0,28.16
0,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.15360148513357924,0.11
1,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.20907679185807504,0.22
2,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.27201244168570987,0.44
3,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.35645281155576003,0.88
4,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.46112411998249353,1.76
5,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.5834574627887326,3.52
6,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.9746323607383877,7.04
7,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.9977183236352356,14.08
8,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.0,28.16
0,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.23584180367126084,0.11
1,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.2554595608848903,0.22
2,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.2841777591682355,0.44
3,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.32547069645450083,0.88
4,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.37304864942084714,1.76
5,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.3709587782683118,3.52
6,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.23797835625859842,7.04
7,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.9944831172350832,14.08
8,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.0,28.16
0,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.15115189495877324,0.11
1,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.1697625186591828,0.22
2,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.20460873065768198,0.44
3,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.26096440304581076,0.88
4,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.3696185288019379,1.76
5,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.4780516334057664,3.52
6,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.7580708274746896,7.04
7,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.9873044517640206,14.08
8,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.0,28.16
0,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.024442240887664165,0.11
1,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.04866802700271168,0.22
2,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.09577582829196196,0.44
3,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.17238430735441373,0.88
4,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.32377776754989585,1.76
5,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.483571851423215,3.52
6,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.898529612076905,7.04
7,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.9699144703536224,14.08
8,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.0,28.16
0,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.29742158932902063,0.11
1,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.2985891453751088,0.22
2,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.2923310173166468,0.44
3,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.28614560433924746,0.88
4,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.2674686102796001,1.76
5,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.1242730230507773,3.52
6,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.5390072087361539,7.04
7,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.976502585839697,14.08
8,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.0,28.16
0,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.06840832587521913,0.11
1,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.05116108050444195,0.22
2,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.010291031871751385,0.44
3,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.05737511198892919,0.88
4,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.20390916342190485,1.76
5,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.45148699679250637,3.52
6,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.9465068823341865,7.04
7,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.9957536360209696,14.08
8,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.0,28.16
0,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2506348993532612,0.11
1,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.27329473736846593,0.22
2,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.28725340127468363,0.44
3,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.29528365858868477,0.88
4,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2808576744889869,1.76
5,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.274387703137556,3.52
6,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.3752133418552061,7.04
7,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.9725506019614323,14.08
8,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.0,28.16
0,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.13001256370662334,0.11
1,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.17755237166683613,0.22
2,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.23998785743537615,0.44
3,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.33710261664369645,0.88
4,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.49043420526526976,1.76
5,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.424266657601543,3.52
6,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.22067719493787016,7.04
7,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.9827293176221159,14.08
8,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.0,28.16
0,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5446253385913811,0.11
1,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5576276679319613,0.22
2,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5801957814354712,0.44
3,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.6093893099127345,0.88
4,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.7255296861702671,1.76
5,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.8475027343203392,3.52
6,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.9835554771786335,7.04
7,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.9991749920239537,14.08
8,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.0,28.16
0,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.05245129566290125,0.11
1,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.05542792248965432,0.22
2,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.04827999521773321,0.44
3,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.028659621915468343,0.88
4,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.019796928834762518,1.76
5,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.16582811098613298,3.52
6,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.919035711731166,7.04
7,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.9766302660034274,14.08
8,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.0,28.16
0,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.08781331748002798,0.11
1,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.11935635257409323,0.22
2,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.16449000461438082,0.44
3,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.218577378719368,0.88
4,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.27912490601674667,1.76
5,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.2295902463936602,3.52
6,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.1796740850159225,7.04
7,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.9894928770640464,14.08
8,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.0,28.16
0,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.15655528681990666,0.11
1,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1589725558118617,0.22
2,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1577618428543304,0.44
3,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1584027799204111,0.88
4,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1532116189545043,1.76
5,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1690467857891923,3.52
6,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.20540583193434242,7.04
7,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.9810054716870386,14.08
8,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.0,28.16
0,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.4453417959611563,0.11
1,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.5068188231889214,0.22
2,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.5736021094805723,0.44
3,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.6490720854716816,0.88
4,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7458377606020626,1.76
5,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7818707662072917,3.52
6,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.8847140697283452,7.04
7,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.9986105199573378,14.08
8,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.0,28.16
0,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.07800896713353157,0.11
1,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.10597511111620171,0.22
2,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.15578721713887922,0.44
3,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.240316485491325,0.88
4,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.3794856930981575,1.76
5,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.493512502652942,3.52
6,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.7515387106217339,7.04
7,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.9306116821753346,14.08
8,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.0,28.16
0,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.03504485024369182,0.11
1,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.03379384646264463,0.22
2,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.023518600228839774,0.44
3,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.004190471316362673,0.88
4,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.02819198661106582,1.76
5,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.10803549468307358,3.52
6,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.8061762673999324,7.04
7,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.9322025905677487,14.08
8,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.0,28.16
