,ChannelGeneName_i,ChannelGeneName_j,ChannelIndex_i,ChannelIndex_j,ChannelName_i,ChannelName_j,ChannelPairs,PC_bin,Pearson Correlation,Resolution (micrometers)
0,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8004223122395756,0.11
1,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8044825705498314,0.22
2,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8086595319420545,0.44
3,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8135442583720618,0.88
4,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.8173884131376843,1.76
5,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.87136087565717,3.52
6,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.9422388148867112,7.04
7,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.9946953941191659,14.08
8,LMNB1,NUP153,4.0,5.0,Nuclear envelope,Nuclear pores,"(4, 5)",0.0,0.0,28.16
0,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.10188774911111947,0.11
1,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.15295987864256622,0.22
2,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.23321915800957715,0.44
3,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.33454212851740006,0.88
4,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.46354463827263803,1.76
5,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.6659738415936094,3.52
6,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.8741423242821222,7.04
7,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.9731677429282409,14.08
8,NUP153,SMC1A,5.0,24.0,Nuclear pores,Cohesin,"(5, 24)",0.0,0.0,28.16
0,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.2612764238123682,0.11
1,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.28306639480678175,0.22
2,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.3162928317076725,0.44
3,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.36556039440545524,0.88
4,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.43404020731922655,1.76
5,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.4241557529973208,3.52
6,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.2251159596113711,7.04
7,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.9903300343659984,14.08
8,ST6GAL1,ATP2A2,6.0,23.0,Golgi,Sarcoplasmic reticulum,"(6, 23)",0.0,0.0,28.16
0,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.14275951427135222,0.11
1,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.15983896516842766,0.22
2,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.19610440619161382,0.44
3,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.26160130062271625,0.88
4,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.36345099633427747,1.76
5,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.5381974475437828,3.52
6,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.6759381744156966,7.04
7,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.9852939135673009,14.08
8,LAMP1,CTNNB1,7.0,22.0,Lysosome,Adherens junctions,"(7, 22)",0.0,0.0,28.16
0,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.03818649975685383,0.11
1,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.06301552100352598,0.22
2,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.112766793962841,0.44
3,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.20196096130447513,0.88
4,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.3193091442562939,1.76
5,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.630314622417169,3.52
6,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.8886429986643334,7.04
7,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.99938437774754,14.08
8,ACTB,TOMM20,8.0,12.0,Filamentous actin,Mitochondria,"(8, 12)",0.0,0.0,28.16
0,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.2905448401198737,0.11
1,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.2910161521769783,0.22
2,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.28273230660199994,0.44
3,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.2721822448284813,0.88
4,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.2523897087920687,1.76
5,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,-0.11354608461488547,3.52
6,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.5197387712151047,7.04
7,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.9139471105104535,14.08
8,FBL,ACTN1,10.0,14.0,Nucleolus (Dense Fibrillar Component),Actin filaments,"(10, 14)",0.0,0.0,28.16
0,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.06400935930273717,0.11
1,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,-0.04553065678306847,0.22
2,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.00030650089840244393,0.44
3,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.08626269613361615,0.88
4,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.21389852370803775,1.76
5,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.5347341184023674,3.52
6,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.922339940135287,7.04
7,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.9993090014968345,14.08
8,ACTB,SEC61B,8.0,18.0,Filamentous actin,Endoplasmic Reticulum,"(8, 18)",0.0,0.0,28.16
0,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2216613715563489,0.11
1,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2420922841011792,0.22
2,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.2531438639046746,0.44
3,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.25475197412268513,0.88
4,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.24257670581751972,1.76
5,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,-0.17798227816597473,3.52
6,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.10437835058667386,7.04
7,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.9002992418712643,14.08
8,NPM1,GJA1,11.0,15.0,Nucleolus (Granular Component),Gap junctions,"(11, 15)",0.0,0.0,28.16
0,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.11705448831419676,0.11
1,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.15932025838184688,0.22
2,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.22005817737517544,0.44
3,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.31272805029326356,0.88
4,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.43539847533204934,1.76
5,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.5524252540822163,3.52
6,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.2710699319029002,7.04
7,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.998028312118074,14.08
8,DSP,RAB5A,9.0,19.0,Desmosomes,Endosomes,"(9, 19)",0.0,0.0,28.16
0,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5573374427521713,0.11
1,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5685764768116744,0.22
2,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.5914961454469765,0.44
3,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.6380158715685561,0.88
4,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.6857226939024699,1.76
5,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.8933134280808224,3.52
6,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.988449894669246,7.04
7,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.9998181684696787,14.08
8,TUBA1B,AAVS1,1.0,21.0,Microtubules,Plasma membrane,"(1, 21)",0.0,0.0,28.16
0,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.044219111787773116,0.11
1,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.047854208384044875,0.22
2,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.04228343226182284,0.44
3,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,-0.019037045091936645,0.88
4,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.030310561524333535,1.76
5,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.2305926590247886,3.52
6,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.7796928727066476,7.04
7,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.9969562064171785,14.08
8,PXN,SEC61B,2.0,18.0,Matrix adhesions,Endoplasmic Reticulum,"(2, 18)",0.0,0.0,28.16
0,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.0836729444973656,0.11
1,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.10971813949346276,0.22
2,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.14869964580962738,0.44
3,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.21394724120902558,0.88
4,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.1934790519544381,1.76
5,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.28133917250889795,3.52
6,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.14844198176982887,7.04
7,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.9869163378349134,14.08
8,CENT2,ACTN1,0.0,14.0,Centrioles,Actin filaments,"(0, 14)",0.0,0.0,28.16
0,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.14233747882820869,0.11
1,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1434115614058235,0.22
2,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.141067596364042,0.44
3,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.13603198334787317,0.88
4,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.1335405158665542,1.76
5,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.10357060146017344,3.52
6,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,-0.16732179666838473,7.04
7,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.953076582224166,14.08
8,TJP1,NPM1,3.0,11.0,Tight junctions,Nucleolus (Granular Component),"(3, 11)",0.0,0.0,28.16
0,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.4269967433677144,0.11
1,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.48394851465679994,0.22
2,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.544388242613641,0.44
3,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.6171550564247814,0.88
4,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.6832799587026273,1.76
5,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7396948204763967,3.52
6,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.7533110077128833,7.04
7,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.9997346137987497,14.08
8,TUBA1B,GJA1,1.0,15.0,Microtubules,Gap junctions,"(1, 15)",0.0,0.0,28.16
0,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,-0.027006620882354858,0.11
1,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,-0.0014743536918996984,0.22
2,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.04728665673604592,0.44
3,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.1321256502422567,0.88
4,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.26480935259959,1.76
5,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.39794185537758814,3.52
6,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.6456516999074908,7.04
7,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.9803652038154166,14.08
8,LMNB1,TOMM20,4.0,12.0,Nuclear envelope,Mitochondria,"(4, 12)",0.0,0.0,28.16
0,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.024681887849602527,0.11
1,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.023909092489904138,0.22
2,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,-0.015117289464796528,0.44
3,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.0064345238152060565,0.88
4,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.038768428302728655,1.76
5,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.15810283371416273,3.52
6,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.6102823059951544,7.04
7,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.9950760315386936,14.08
8,PXN,TOMM20,2.0,12.0,Matrix adhesions,Mitochondria,"(2, 12)",0.0,0.0,28.16
